id,name,host_id,host_name,host_is_superhost,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_per_night_bucket,is_superhost,days_since_last_review,availability_status
1004714,Private room in Fordham,501114,Host1114,f,Bronx,Fordham,40.839267,-73.882132,Private room,43.9,1,62,2026-07-14,1.61,1,224,$0-75,False,52.0,Highly Available
1004715,Private room in Financial District,501115,Host1115,t,Manhattan,Financial District,40.796799,-73.932702,Private room,189.81,3,63,2026-04-03,2.21,2,61,$150-250,True,154.0,Sometimes Available
1004716,Private room in Crown Heights,501116,Host1116,f,Brooklyn,Crown Heights,40.684632,-73.942978,Private room,203.7,3,20,2025-10-08,0.83,1,14,$150-250,False,331.0,Rarely Available
1004717,Entire home/apt in Ridgewood,501117,Host1117,f,Queens,Ridgewood,40.749937,-73.827516,Entire home/apt,89.47,7,6,2026-05-29,0.2,2,72,$75-150,False,98.0,Sometimes Available
1004718,Entire home/apt in Long Island City,501118,Host1118,t,Queens,Long Island City,40.730465,-73.793124,Entire home/apt,224.85,1,10,2025-11-27,1.51,1,57,$150-250,True,281.0,Sometimes Available
1004719,Entire home/apt in Mott Haven,501119,Host1119,t,Bronx,Mott Haven,40.813412,-73.898776,Entire home/apt,129.41,14,70,2026-01-16,4.14,1,18,$75-150,True,231.0,Rarely Available
1004720,Entire home/apt in Ridgewood,501120,Host1120,t,Queens,Ridgewood,40.748951,-73.775164,Entire home/apt,407.96,1,7,2026-07-18,0.47,2,182,$400+,True,48.0,Highly Available
1004721,Private room in Mott Haven,501121,Host1121,t,Bronx,Mott Haven,40.830829,-73.887656,Private room,24.28,1,23,2026-07-29,0.78,1,288,$0-75,True,37.0,Highly Available
1004722,Entire home/apt in Williamsburg,501122,Host1122,t,Brooklyn,Williamsburg,40.690655,-73.929521,Entire home/apt,286.08,1,17,2026-07-27,0.95,1,96,$250-400,True,39.0,Sometimes Available
1004723,Entire home/apt in Chelsea,501123,Host1123,f,Manhattan,Chelsea,40.776035,-73.984574,Entire home/apt,198.95,1,10,2026-06-11,0.23,2,3,$150-250,False,85.0,Rarely Available
1004724,Entire home/apt in Hell's Kitchen,501124,Host1124,f,Manhattan,Hell's Kitchen,40.780869,-73.943583,Entire home/apt,90.77,14,6,2026-07-08,0.15,1,161,$75-150,False,58.0,Sometimes Available
1004725,Entire home/apt in DUMBO,501125,Host1125,f,Brooklyn,DUMBO,40.694215,-73.966543,Entire home/apt,63.64,1,41,2026-05-30,1.03,1,262,$0-75,False,97.0,Highly Available
1004726,Entire home/apt in East Village,501126,Host1126,f,Manhattan,East Village,40.743752,-73.974837,Entire home/apt,537.1,1,18,2026-05-28,0.53,2,0,$400+,False,99.0,Rarely Available
1004727,Private room in Ridgewood,501127,Host1127,f,Queens,Ridgewood,40.715187,-73.77333,Private room,67.96,5,10,2026-05-23,0.24,5,83,$0-75,False,104.0,Sometimes Available
1004728,Entire home/apt in Williamsburg,501128,Host1128,t,Brooklyn,Williamsburg,40.690096,-73.913659,Entire home/apt,138.95,1,0,,0.0,3,96,$75-150,True,,Sometimes Available
1004729,Entire home/apt in Chelsea,501129,Host1129,f,Manhattan,Chelsea,40.780169,-73.950691,Entire home/apt,191.26,7,31,2026-07-04,0.74,1,318,$150-250,False,62.0,Highly Available
1004730,Entire home/apt in Long Island City,501130,Host1130,f,Queens,Long Island City,40.735366,-73.77492,Entire home/apt,67.44,1,3,2026-05-11,0.39,1,180,$0-75,False,116.0,Sometimes Available
1004731,Entire home/apt in Jamaica,501131,Host1131,t,Queens,Jamaica,40.705533,-73.791305,Entire home/apt,142.05,1,77,2026-07-25,3.49,1,196,$75-150,True,41.0,Highly Available
1004732,Shared room in Astoria,501132,Host1132,t,Queens,Astoria,40.720499,-73.805609,Shared room,24.69,1,96,2026-05-02,2.7,1,365,$0-75,True,125.0,Highly Available
1004733,Entire home/apt in Bedford-Stuyvesant,501133,Host1133,f,Brooklyn,Bedford-Stuyvesant,40.632623,-73.927296,Entire home/apt,172.44,2,12,2026-07-02,1.01,1,90,$150-250,False,64.0,Sometimes Available
1004734,Private room in Park Slope,501134,Host1134,t,Brooklyn,Park Slope,40.656797,-73.940306,Private room,206.11,7,15,2026-05-16,0.58,1,172,$150-250,True,111.0,Sometimes Available
1004735,Entire home/apt in Chelsea,501135,Host1135,f,Manhattan,Chelsea,40.776448,-73.967003,Entire home/apt,496.83,3,1,2025-03-01,0.02,10,93,$400+,False,552.0,Sometimes Available
1004736,Private room in Midtown,501136,Host1136,f,Manhattan,Midtown,40.775545,-73.96458,Private room,148.34,30,12,2026-07-04,0.59,2,16,$75-150,False,62.0,Rarely Available
1004737,Entire home/apt in Upper West Side,501137,Host1137,f,Manhattan,Upper West Side,40.821514,-73.956483,Entire home/apt,420.79,7,12,2026-05-30,0.57,1,141,$400+,False,97.0,Sometimes Available
1004738,Private room in Chelsea,501138,Host1138,f,Manhattan,Chelsea,40.744219,-73.953821,Private room,88.18,2,22,2026-05-25,1.59,1,183,$75-150,False,102.0,Highly Available
1004739,Private room in Hell's Kitchen,501139,Host1139,f,Manhattan,Hell's Kitchen,40.788543,-73.970812,Private room,76.66,2,2,2025-12-21,0.06,1,110,$75-150,False,257.0,Sometimes Available
1004740,Entire home/apt in DUMBO,501140,Host1140,t,Brooklyn,DUMBO,40.693417,-73.937129,Entire home/apt,119.32,3,38,2026-06-30,1.34,1,138,$75-150,True,66.0,Sometimes Available
1004741,Private room in Mott Haven,501141,Host1141,f,Bronx,Mott Haven,40.850756,-73.888913,Private room,98.75,1,0,,0.0,1,225,$75-150,False,,Highly Available
1004742,Entire home/apt in East Village,501142,Host1142,f,Manhattan,East Village,40.782635,-73.966076,Entire home/apt,334.55,2,20,2026-02-06,0.46,1,139,$250-400,False,210.0,Sometimes Available
1004743,Shared room in Midtown,501143,Host1143,f,Manhattan,Midtown,40.758996,-73.972341,Shared room,54.85,5,9,2025-10-21,0.45,1,76,$0-75,False,318.0,Sometimes Available
1004744,Entire home/apt in Riverdale,501144,Host1144,f,Bronx,Riverdale,40.849542,-73.897792,Entire home/apt,151.21,2,37,2025-10-05,0.8,1,160,$150-250,False,334.0,Sometimes Available
1004745,Entire home/apt in Greenpoint,501145,Host1145,f,Brooklyn,Greenpoint,40.646447,-73.936325,Entire home/apt,80.47,2,54,2026-01-11,2.66,1,121,$75-150,False,236.0,Sometimes Available
1004746,Entire home/apt in Midtown,501146,Host1146,f,Manhattan,Midtown,40.773147,-73.992308,Entire home/apt,257.38,1,4,2026-07-21,0.51,1,332,$250-400,False,45.0,Highly Available
1004747,Private room in East Village,501147,Host1147,f,Manhattan,East Village,40.780383,-73.937872,Private room,58.32,3,24,2026-03-18,1.09,1,125,$0-75,False,170.0,Sometimes Available
1004748,Entire home/apt in Fordham,501148,Host1148,f,Bronx,Fordham,40.844388,-73.872251,Entire home/apt,129.8,3,72,2026-06-22,1.66,1,0,$75-150,False,74.0,Rarely Available
1004749,Entire home/apt in East Village,501149,Host1149,t,Manhattan,East Village,40.756343,-73.962671,Entire home/apt,337.54,3,17,2026-05-17,1.17,10,104,$250-400,True,110.0,Sometimes Available
1004750,Entire home/apt in Greenpoint,501150,Host1150,t,Brooklyn,Greenpoint,40.695059,-73.928538,Entire home/apt,163.99,5,9,2026-05-04,0.26,3,89,$150-250,True,123.0,Sometimes Available
1004751,Entire home/apt in Financial District,501151,Host1151,f,Manhattan,Financial District,40.753807,-73.945052,Entire home/apt,156.8,1,32,2025-09-03,0.9,1,172,$150-250,False,366.0,Sometimes Available
1004752,Entire home/apt in Williamsburg,501152,Host1152,t,Brooklyn,Williamsburg,40.685512,-73.938362,Entire home/apt,289.55,14,28,2026-06-12,0.59,1,70,$250-400,True,84.0,Sometimes Available
1004753,Entire home/apt in Greenpoint,501153,Host1153,f,Brooklyn,Greenpoint,40.667577,-73.952541,Entire home/apt,350.53,1,26,2026-03-22,2.63,1,247,$250-400,False,166.0,Highly Available
1004754,Entire home/apt in DUMBO,501154,Host1154,t,Brooklyn,DUMBO,40.667388,-73.945362,Entire home/apt,112.89,7,0,,0.0,1,99,$75-150,True,,Sometimes Available
1004755,Entire home/apt in Upper West Side,501155,Host1155,f,Manhattan,Upper West Side,40.790255,-73.977146,Entire home/apt,303.78,30,50,2026-03-20,2.35,1,183,$250-400,False,168.0,Highly Available
1004756,Entire home/apt in Flushing,501156,Host1156,t,Queens,Flushing,40.706824,-73.772285,Entire home/apt,233.57,7,7,2026-01-14,0.28,2,198,$150-250,True,233.0,Highly Available
1004757,Entire home/apt in Mott Haven,501157,Host1157,f,Bronx,Mott Haven,40.789842,-73.899693,Entire home/apt,104.21,2,6,2026-02-14,0.16,1,280,$75-150,False,202.0,Highly Available
1004758,Private room in Chelsea,501158,Host1158,f,Manhattan,Chelsea,40.766506,-73.949292,Private room,205.05,2,17,2026-07-10,0.87,1,107,$150-250,False,56.0,Sometimes Available
1004759,Entire home/apt in Crown Heights,501159,Host1159,f,Brooklyn,Crown Heights,40.681172,-73.940096,Entire home/apt,152.3,14,4,2025-09-04,0.15,5,231,$150-250,False,365.0,Highly Available
1004760,Private room in Tottenville,501160,Host1160,f,Staten Island,Tottenville,40.600495,-74.162897,Private room,133.98,3,133,2024-09-30,7.44,1,188,$75-150,False,704.0,Highly Available
1004761,Entire home/apt in Chelsea,501161,Host1161,f,Manhattan,Chelsea,40.815055,-73.948588,Entire home/apt,188.41,2,13,2026-07-04,0.47,10,36,$150-250,False,62.0,Sometimes Available
1004762,Private room in Midtown,501162,Host1162,f,Manhattan,Midtown,40.759252,-73.987519,Private room,173.77,1,14,2025-05-25,1.34,1,241,$150-250,False,467.0,Highly Available
1004763,Entire home/apt in St. George,501163,Host1163,f,Staten Island,St. George,40.612289,-74.100256,Entire home/apt,69.21,7,57,2026-07-25,1.36,3,312,$0-75,False,41.0,Highly Available
1004764,Entire home/apt in Park Slope,501164,Host1164,t,Brooklyn,Park Slope,40.691832,-73.942338,Entire home/apt,77.4,2,19,2026-05-17,0.67,1,365,$75-150,True,110.0,Highly Available
1004765,Entire home/apt in Bedford-Stuyvesant,501165,Host1165,f,Brooklyn,Bedford-Stuyvesant,40.669597,-73.919437,Entire home/apt,416.0,2,3,2026-06-13,0.27,1,138,$400+,False,83.0,Sometimes Available
1004766,Entire home/apt in Riverdale,501166,Host1166,f,Bronx,Riverdale,40.849688,-73.895071,Entire home/apt,44.3,1,43,2026-06-22,3.63,1,180,$0-75,False,74.0,Sometimes Available
1004767,Entire home/apt in Greenpoint,501167,Host1167,f,Brooklyn,Greenpoint,40.66454,-73.930219,Entire home/apt,140.61,5,7,2026-07-11,0.77,2,206,$75-150,False,55.0,Highly Available
1004768,Entire home/apt in Williamsburg,501168,Host1168,f,Brooklyn,Williamsburg,40.673953,-73.959735,Entire home/apt,487.91,14,5,2026-07-14,0.14,1,29,$400+,False,52.0,Rarely Available
1004769,Entire home/apt in Long Island City,501169,Host1169,t,Queens,Long Island City,40.739126,-73.782615,Entire home/apt,48.94,1,35,2026-06-12,1.25,1,0,$0-75,True,84.0,Rarely Available
1004770,Entire home/apt in Long Island City,501170,Host1170,f,Queens,Long Island City,40.723667,-73.821689,Entire home/apt,154.26,2,40,2026-03-11,5.46,3,0,$150-250,False,177.0,Rarely Available
1004771,Entire home/apt in Williamsburg,501171,Host1171,f,Brooklyn,Williamsburg,40.683225,-73.942701,Entire home/apt,91.14,14,37,2026-01-08,1.43,1,130,$75-150,False,239.0,Sometimes Available
1004772,Private room in Hell's Kitchen,501172,Host1172,f,Manhattan,Hell's Kitchen,40.797354,-73.955711,Private room,193.29,1,12,2025-06-29,0.27,1,241,$150-250,False,432.0,Highly Available
1004773,Hotel room in Upper West Side,501173,Host1173,f,Manhattan,Upper West Side,40.765227,-73.943662,Hotel room,553.4843000000001,3,16,2026-04-08,1.16,5,290,$400+,False,149.0,Highly Available
1004774,Entire home/apt in Midtown,501174,Host1174,f,Manhattan,Midtown,40.757957,-73.959271,Entire home/apt,553.4843000000001,1,62,2026-05-23,1.92,10,203,$400+,False,104.0,Highly Available
1004775,Private room in Upper West Side,501175,Host1175,t,Manhattan,Upper West Side,40.743397,-73.94389,Private room,204.39,2,6,2025-03-14,0.15,1,358,$150-250,True,539.0,Highly Available
1004776,Hotel room in Astoria,501176,Host1176,f,Queens,Astoria,40.742815,-73.785056,Hotel room,159.17,14,11,2026-03-21,0.35,1,0,$150-250,False,167.0,Rarely Available
1004777,Private room in Chelsea,501177,Host1177,f,Manhattan,Chelsea,40.781447,-73.976964,Private room,172.66,1,58,2026-06-03,4.15,1,128,$150-250,False,93.0,Sometimes Available
1004778,Entire home/apt in Midtown,501178,Host1178,f,Manhattan,Midtown,40.829688,-73.991997,Entire home/apt,163.33,1,16,2026-02-24,0.54,1,293,$150-250,False,192.0,Highly Available
1004779,Private room in Midtown,501179,Host1179,f,Manhattan,Midtown,40.761956,-73.987322,Private room,107.94,2,18,2026-06-24,0.45,1,145,$75-150,False,72.0,Sometimes Available
1004780,Private room in Riverdale,501180,Host1180,t,Bronx,Riverdale,40.857121,-73.893061,Private room,28.27,1,29,2025-12-29,1.66,1,5,$0-75,True,249.0,Rarely Available
1004781,Private room in Chelsea,501181,Host1181,f,Manhattan,Chelsea,40.818749,-73.969987,Private room,90.64,1,13,2025-12-26,0.34,1,83,$75-150,False,252.0,Sometimes Available
1004782,Entire home/apt in Astoria,501182,Host1182,f,Queens,Astoria,40.730047,-73.788211,Entire home/apt,91.73,2,10,2026-06-27,0.63,3,163,$75-150,False,69.0,Sometimes Available
1004783,Private room in DUMBO,501183,Host1183,f,Brooklyn,DUMBO,40.643452,-73.9314,Private room,66.18,7,49,2025-08-29,1.42,1,120,$0-75,False,371.0,Sometimes Available
1004784,Private room in Williamsburg,501184,Host1184,f,Brooklyn,Williamsburg,40.691699,-73.9434,Private room,91.11,2,15,2026-07-03,0.56,10,128,$75-150,False,63.0,Sometimes Available
1004785,Entire home/apt in Bedford-Stuyvesant,501185,Host1185,f,Brooklyn,Bedford-Stuyvesant,40.662347,-73.948361,Entire home/apt,172.13,3,32,2026-04-15,1.03,1,365,$150-250,False,142.0,Highly Available
1004786,Entire home/apt in Midtown,501186,Host1186,t,Manhattan,Midtown,40.772855,-73.964961,Entire home/apt,160.56,1,33,2026-05-19,1.38,1,85,$150-250,True,108.0,Sometimes Available
1004787,Shared room in Chelsea,501187,Host1187,f,Manhattan,Chelsea,40.789882,-73.962506,Shared room,44.4,1,2,2025-12-25,0.26,1,91,$0-75,False,253.0,Sometimes Available
1004788,Entire home/apt in Williamsburg,501188,Host1188,f,Brooklyn,Williamsburg,40.69108,-73.979293,Entire home/apt,307.74,1,4,2026-06-23,0.19,1,39,$250-400,False,73.0,Sometimes Available
1004789,Entire home/apt in Financial District,501189,Host1189,t,Manhattan,Financial District,40.788421,-73.955066,Entire home/apt,134.81,1,12,2025-02-10,0.39,2,70,$75-150,True,571.0,Sometimes Available
1004790,Private room in Chelsea,501190,Host1190,t,Manhattan,Chelsea,40.756035,-73.929757,Private room,106.95,2,0,,0.0,1,56,$75-150,True,,Sometimes Available
1004791,Entire home/apt in Crown Heights,501191,Host1191,f,Brooklyn,Crown Heights,40.68995,-73.893665,Entire home/apt,155.57,14,7,2026-06-21,0.19,1,70,$150-250,False,75.0,Sometimes Available
1004792,Shared room in Long Island City,501192,Host1192,f,Queens,Long Island City,40.718148,-73.795164,Shared room,55.23,2,37,2025-08-05,1.01,10,0,$0-75,False,395.0,Rarely Available
1004793,Private room in Mott Haven,501193,Host1193,t,Bronx,Mott Haven,40.837072,-73.882442,Private room,87.7,3,5,2026-05-17,0.16,1,191,$75-150,True,110.0,Highly Available
1004794,Entire home/apt in Williamsburg,501194,Host1194,f,Brooklyn,Williamsburg,40.680916,-73.961237,Entire home/apt,295.97,3,48,2026-04-26,1.24,1,118,$250-400,False,131.0,Sometimes Available
1004795,Entire home/apt in Upper West Side,501195,Host1195,f,Manhattan,Upper West Side,40.750984,-73.972231,Entire home/apt,490.84,1,5,2026-06-15,0.37,1,294,$400+,False,81.0,Highly Available
1004796,Private room in Bedford-Stuyvesant,501196,Host1196,f,Brooklyn,Bedford-Stuyvesant,40.716123,-73.936761,Private room,96.93,1,1,2026-06-03,0.07,1,247,$75-150,False,93.0,Highly Available
1004797,Private room in Bedford-Stuyvesant,501197,Host1197,f,Brooklyn,Bedford-Stuyvesant,40.675015,-73.968222,Private room,35.17,5,25,2026-04-06,0.8,2,24,$0-75,False,151.0,Rarely Available
1004798,Shared room in Jamaica,501198,Host1198,t,Queens,Jamaica,40.714902,-73.785782,Shared room,30.52,1,12,2025-12-29,0.63,1,123,$0-75,True,249.0,Sometimes Available
1004799,Private room in Flushing,501199,Host1199,f,Queens,Flushing,40.735943,-73.779466,Private room,150.59,1,16,2026-07-15,0.43,1,120,$150-250,False,51.0,Sometimes Available
1004800,Private room in Hell's Kitchen,501200,Host1200,f,Manhattan,Hell's Kitchen,40.796159,-73.957174,Private room,115.52,2,27,2026-07-17,1.32,1,38,$75-150,False,49.0,Sometimes Available
1004801,Private room in Crown Heights,501201,Host1201,f,Brooklyn,Crown Heights,40.66443,-73.963683,Private room,151.15,3,49,2025-09-19,2.46,1,48,$150-250,False,350.0,Sometimes Available
1004802,Entire home/apt in Riverdale,501202,Host1202,f,Bronx,Riverdale,40.830015,-73.907541,Entire home/apt,95.42,2,10,2026-07-16,0.28,1,67,$75-150,False,50.0,Sometimes Available
1004803,Entire home/apt in Harlem,501203,Host1203,f,Manhattan,Harlem,40.755793,-73.998343,Entire home/apt,284.63,1,73,2026-03-21,3.11,1,191,$250-400,False,167.0,Highly Available
1004804,Entire home/apt in Mott Haven,501204,Host1204,t,Bronx,Mott Haven,40.829499,-73.891949,Entire home/apt,40.55,14,29,2026-05-10,1.22,1,154,$0-75,True,117.0,Sometimes Available
1004805,Private room in Astoria,501205,Host1205,f,Queens,Astoria,40.709261,-73.793778,Private room,66.88,1,2,2026-06-11,0.08,2,189,$0-75,False,85.0,Highly Available
1004806,Entire home/apt in Upper West Side,501206,Host1206,f,Manhattan,Upper West Side,40.781048,-73.973811,Entire home/apt,402.09,3,21,2026-03-10,3.28,1,49,$400+,False,178.0,Sometimes Available
1004807,Entire home/apt in DUMBO,501207,Host1207,f,Brooklyn,DUMBO,40.670431,-73.887746,Entire home/apt,39.2,1,22,2026-06-08,3.53,1,66,$0-75,False,88.0,Sometimes Available
1004808,Entire home/apt in Bedford-Stuyvesant,501208,Host1208,f,Brooklyn,Bedford-Stuyvesant,40.680497,-73.988079,Entire home/apt,203.22,2,0,,0.0,1,69,$150-250,False,,Sometimes Available
1004809,Private room in Riverdale,501209,Host1209,f,Bronx,Riverdale,40.84945,-73.880283,Private room,76.18,3,12,2026-07-30,0.28,1,169,$75-150,False,36.0,Sometimes Available
1004810,Private room in Greenpoint,501210,Host1210,t,Brooklyn,Greenpoint,40.6767,-73.945422,Private room,418.73,7,11,2025-11-30,1.61,2,188,$400+,True,278.0,Highly Available
1004811,Entire home/apt in Bushwick,501211,Host1211,f,Brooklyn,Bushwick,40.686819,-73.926871,Entire home/apt,72.81,1,0,,0.0,1,168,$0-75,False,,Sometimes Available
1004812,Entire home/apt in Jamaica,501212,Host1212,f,Queens,Jamaica,40.74775,-73.807237,Entire home/apt,83.97,2,45,2026-06-28,2.14,1,365,$75-150,False,68.0,Highly Available
1004813,Private room in Midtown,501213,Host1213,f,Manhattan,Midtown,40.759363,-73.970351,Private room,91.24,1,0,,0.0,2,242,$75-150,False,,Highly Available
1004814,Private room in Park Slope,501214,Host1214,f,Brooklyn,Park Slope,40.684792,-73.925172,Private room,133.13,1,9,2026-05-01,0.28,1,231,$75-150,False,126.0,Highly Available
1004815,Entire home/apt in Mott Haven,501215,Host1215,f,Bronx,Mott Haven,40.840592,-73.895934,Entire home/apt,143.04,1,39,2026-06-12,1.1,1,129,$75-150,False,84.0,Sometimes Available
1004816,Private room in Greenpoint,501216,Host1216,f,Brooklyn,Greenpoint,40.696293,-73.965822,Private room,97.88,7,11,2026-02-28,0.23,3,103,$75-150,False,188.0,Sometimes Available
1004817,Private room in Hell's Kitchen,501217,Host1217,f,Manhattan,Hell's Kitchen,40.793779,-73.989538,Private room,224.46,1,17,2026-07-29,0.37,1,144,$150-250,False,37.0,Sometimes Available
1004818,Private room in Bedford-Stuyvesant,501218,Host1218,f,Brooklyn,Bedford-Stuyvesant,40.707049,-73.932828,Private room,44.72,3,8,2026-08-01,0.54,1,242,$0-75,False,34.0,Highly Available
1004819,Private room in Williamsburg,501219,Host1219,f,Brooklyn,Williamsburg,40.699995,-73.912774,Private room,61.66,14,52,2025-10-04,1.94,3,10,$0-75,False,335.0,Rarely Available
1004820,Entire home/apt in Fordham,501220,Host1220,f,Bronx,Fordham,40.847337,-73.895244,Entire home/apt,181.99,1,51,2026-07-01,1.31,1,218,$150-250,False,65.0,Highly Available
1004821,Entire home/apt in DUMBO,501221,Host1221,t,Brooklyn,DUMBO,40.701119,-73.958419,Entire home/apt,114.83,1,86,2026-06-28,1.94,1,33,$75-150,True,68.0,Sometimes Available
1004822,Private room in Park Slope,501222,Host1222,f,Brooklyn,Park Slope,40.648615,-73.952007,Private room,25.92,2,3,2026-06-24,0.14,1,310,$0-75,False,72.0,Highly Available
1004823,Entire home/apt in Financial District,501223,Host1223,f,Manhattan,Financial District,40.775481,-73.990199,Entire home/apt,173.59,2,10,2026-08-01,0.71,1,192,$150-250,False,34.0,Highly Available
1004824,Entire home/apt in Hell's Kitchen,501224,Host1224,f,Manhattan,Hell's Kitchen,40.806889,-73.975982,Entire home/apt,172.4,2,9,2026-02-23,0.25,1,57,$150-250,False,193.0,Sometimes Available
1004825,Private room in Hell's Kitchen,501225,Host1225,f,Manhattan,Hell's Kitchen,40.763934,-73.959921,Private room,160.67,5,55,2026-04-15,1.2,1,365,$150-250,False,142.0,Highly Available
1004826,Entire home/apt in Astoria,501226,Host1226,t,Queens,Astoria,40.704998,-73.787336,Entire home/apt,77.86,1,14,2026-05-07,0.43,3,261,$75-150,True,120.0,Highly Available
1004827,Private room in Hell's Kitchen,501227,Host1227,f,Manhattan,Hell's Kitchen,40.780819,-73.947131,Private room,80.88,1,26,2025-09-23,2.28,1,174,$75-150,False,346.0,Sometimes Available
1004828,Private room in DUMBO,501228,Host1228,f,Brooklyn,DUMBO,40.654941,-73.959248,Private room,155.68,3,18,2024-06-27,0.43,1,246,$150-250,False,799.0,Highly Available
1004829,Private room in Williamsburg,501229,Host1229,f,Brooklyn,Williamsburg,40.722537,-73.969028,Private room,318.42,7,33,2026-05-29,1.3,1,120,$250-400,False,98.0,Sometimes Available
1004830,Private room in Bedford-Stuyvesant,501230,Host1230,f,Brooklyn,Bedford-Stuyvesant,40.686485,-73.938115,Private room,67.01,7,25,2026-04-11,0.6,5,112,$0-75,False,146.0,Sometimes Available
1004831,Entire home/apt in Financial District,501231,Host1231,t,Manhattan,Financial District,40.767445,-73.940542,Entire home/apt,309.4,1,36,2026-08-01,1.49,3,0,$250-400,True,34.0,Rarely Available
1004832,Entire home/apt in Greenpoint,501232,Host1232,t,Brooklyn,Greenpoint,40.694594,-73.955703,Entire home/apt,345.32,1,38,2025-09-07,0.85,1,211,$250-400,True,362.0,Highly Available
1004833,Private room in DUMBO,501233,Host1233,t,Brooklyn,DUMBO,40.669692,-73.934599,Private room,261.21,2,15,2026-05-08,0.37,1,63,$250-400,True,119.0,Sometimes Available
1004834,Private room in Ridgewood,501234,Host1234,f,Queens,Ridgewood,40.72367,-73.788913,Private room,77.9,5,1,2026-07-30,0.05,2,324,$75-150,False,36.0,Highly Available
1004835,Private room in Financial District,501235,Host1235,f,Manhattan,Financial District,40.763078,-73.960018,Private room,305.37,2,76,2026-05-29,2.67,3,94,$250-400,False,98.0,Sometimes Available
1004836,Private room in Mott Haven,501236,Host1236,f,Bronx,Mott Haven,40.824373,-73.896822,Private room,94.7,1,21,2025-09-17,0.9,1,220,$75-150,False,352.0,Highly Available
1004837,Private room in Riverdale,501237,Host1237,f,Bronx,Riverdale,40.848337,-73.890213,Private room,106.23,2,39,2026-07-28,2.7,1,197,$75-150,False,38.0,Highly Available
1004838,Entire home/apt in Harlem,501238,Host1238,f,Manhattan,Harlem,40.758894,-73.979586,Entire home/apt,296.1,2,3,2026-07-14,0.07,1,0,$250-400,False,52.0,Rarely Available
1004839,Private room in Williamsburg,501239,Host1239,t,Brooklyn,Williamsburg,40.711619,-73.957502,Private room,100.08,1,11,2026-07-01,0.25,1,76,$75-150,True,65.0,Sometimes Available
1004840,Entire home/apt in Chelsea,501240,Host1240,f,Manhattan,Chelsea,40.761647,-73.99111,Entire home/apt,118.77,14,29,2026-01-04,1.03,1,275,$75-150,False,243.0,Highly Available
1004841,Private room in Chelsea,501241,Host1241,f,Manhattan,Chelsea,40.796254,-73.959469,Private room,102.08,2,12,2026-03-14,1.32,1,0,$75-150,False,174.0,Rarely Available
1004842,Private room in Greenpoint,501242,Host1242,f,Brooklyn,Greenpoint,40.700739,-73.940365,Private room,172.2,3,21,2026-06-01,0.45,2,0,$150-250,False,95.0,Rarely Available
1004843,Private room in Park Slope,501243,Host1243,f,Brooklyn,Park Slope,40.682605,-73.918913,Private room,48.63,7,61,2026-07-14,3.29,1,231,$0-75,False,52.0,Highly Available
1004844,Entire home/apt in East Village,501244,Host1244,t,Manhattan,East Village,40.76916,-73.979772,Entire home/apt,160.26,5,29,2026-06-03,1.21,1,61,$150-250,True,93.0,Sometimes Available
1004845,Entire home/apt in East Village,501245,Host1245,f,Manhattan,East Village,40.769197,-73.999534,Entire home/apt,150.9,2,3,2025-08-26,0.11,10,0,$150-250,False,374.0,Rarely Available
1004846,Private room in Midtown,501246,Host1246,t,Manhattan,Midtown,40.740277,-73.996817,Private room,91.61,7,64,2026-01-30,1.74,1,311,$75-150,True,217.0,Highly Available
1004847,Private room in Midtown,501247,Host1247,f,Manhattan,Midtown,40.789623,-74.024127,Private room,143.5,2,11,2026-07-06,1.17,1,105,$75-150,False,60.0,Sometimes Available
1004848,Entire home/apt in Astoria,501248,Host1248,f,Queens,Astoria,40.689044,-73.797609,Entire home/apt,126.23,1,14,2026-06-28,0.71,1,134,$75-150,False,68.0,Sometimes Available
1004849,Private room in East Village,501249,Host1249,f,Manhattan,East Village,40.764578,-73.969829,Private room,292.25,2,14,2025-07-02,0.47,1,162,$250-400,False,429.0,Sometimes Available
1004850,Entire home/apt in Flushing,501250,Host1250,f,Queens,Flushing,40.713272,-73.772228,Entire home/apt,40.53,3,21,2026-06-02,0.46,2,42,$0-75,False,94.0,Sometimes Available
1004851,Entire home/apt in Upper West Side,501251,Host1251,t,Manhattan,Upper West Side,40.76528,-73.978752,Entire home/apt,225.91,1,9,2026-06-26,1.14,1,111,$150-250,True,70.0,Sometimes Available
1004852,Private room in Flushing,501252,Host1252,f,Queens,Flushing,40.692522,-73.793164,Private room,150.7,1,12,2026-04-11,0.42,1,0,$150-250,False,146.0,Rarely Available
1004853,Private room in Chelsea,501253,Host1253,t,Manhattan,Chelsea,40.782255,-73.954052,Private room,78.86,1,57,2026-07-28,7.61,1,8,$75-150,True,38.0,Rarely Available
1004854,Entire home/apt in Park Slope,501254,Host1254,t,Brooklyn,Park Slope,40.675715,-73.962836,Entire home/apt,149.17,30,35,2026-05-10,0.8,1,24,$75-150,True,117.0,Rarely Available
1004855,Entire home/apt in Greenpoint,501255,Host1255,f,Brooklyn,Greenpoint,40.63471,-73.957889,Entire home/apt,415.74,1,17,2026-07-18,0.77,1,207,$400+,False,48.0,Highly Available
